organisation,dataset_id,dataset_name,date_created,last_updated,description,frequency,coverage_start,coverage_end,resource_id,resource_name,resource_description,resource_format
Urban Redevelopment Authority,ae8cea90-5012-4d20-abc9-8fec87cbc7c8,Master Plan 2019 Symbol Line layer,2020-01-25,2020-01-25,"Gross Plot Ratio, Nature Reserve, National Park and Conservation Area demarcation line place at offset from boundary. This layer is extracted from the Master Plan 2019 that was approved on 18 Nov 2019. For the latest Master Plan, please visit URA web site at https://www.ura.gov.sg/",Adhoc,na,na,dbb44e89-498a-427d-b306-39152f82fc1c,Master Plan 2019 Symbol Line layer (GEOJSON),na,GeoJSON
Urban Redevelopment Authority,06b41bb4-6dc3-4592-a07f-189d23a14ee3,Master Plan 2019 Underground Structure layer,2020-01-25,2020-01-25,"Indicative outline showing selective underground structure and infrastructure layer. This layer is extracted from the Master Plan 2019 that was approved on 18 Nov 2019. For the latest Master Plan, please visit URA web site at https://www.ura.gov.sg/",Adhoc,na,na,7569d49f-b3fe-4408-bef1-c582e316c754,Master Plan 2019 Underground Structure layer (KML),na,KML
Urban Redevelopment Authority,06b41bb4-6dc3-4592-a07f-189d23a14ee3,Master Plan 2019 Underground Structure layer,2020-01-25,2020-01-25,"Indicative outline showing selective underground structure and infrastructure layer. This layer is extracted from the Master Plan 2019 that was approved on 18 Nov 2019. For the latest Master Plan, please visit URA web site at https://www.ura.gov.sg/",Adhoc,na,na,3259880e-bc18-4409-b743-04b3b643c727,Master Plan 2019 Underground Structure layer (GEOJSON),na,GeoJSON
Land Transport Authority,8120f6cb-203c-4011-b588-b09420676e35,MCE KPE Speed Camera,2017-06-15,2017-06-23,The layer contains the camera installed along MCE and KPE undeground tunnels for detering illegal speeding.,Adhoc,na,na,fa8749c4-7322-4abd-b6a5-5c5fe8b9b33e,MCE KPE Speed Camera (KML),na,KML
Land Transport Authority,8120f6cb-203c-4011-b588-b09420676e35,MCE KPE Speed Camera,2017-06-15,2017-06-23,The layer contains the camera installed along MCE and KPE undeground tunnels for detering illegal speeding.,Adhoc,na,na,f58f7367-d11b-4fe5-94fe-f604a6c3aaff,MCE KPE Speed Camera (SHP),na,SHP
Ministry of Trade and Industry - Department of Statistics,f8e1e09c-d6ff-4ca1-acc2-1223008134f7,"Mean Years Of Schooling, Annual",2016-06-21,2019-08-10,Data pertain to residents who are not attending educational institutions as full-time students. The data include those who are upgrading their qualifications through part-time courses while working.,Annual,1980-01-01,2018-12-31,a06a79bf-dfc1-4057-a0ef-ea850655f471,"Mean Years Of Schooling, Annual",na,CSV
Ministry of Trade and Industry - Department of Statistics,f8e1e09c-d6ff-4ca1-acc2-1223008134f7,"Mean Years Of Schooling, Annual",2016-06-21,2019-08-10,Data pertain to residents who are not attending educational institutions as full-time students. The data include those who are upgrading their qualifications through part-time courses while working.,Annual,1980-01-01,2018-12-31,d1126283-b351-4e36-9091-45dbeaf32b74,"Mean Years Of Schooling by Sex, Annual",na,CSV
Ministry of Trade and Industry - Department of Statistics,1e426010-dba6-47b7-b4c6-ac93cc17550a,"Median Age at First Marriage of Grooms and Brides Married Under the Women's Charter by Educational Qualification, Annual",2017-01-05,2019-08-01,"Statistics on marriages registered under the Womens Charter are obtained from records maintained by the Registry of Marriages. They include all civil marriages solemnized by the Registrar of Marriages, pastors of churches, priests of Hindu temples and other registered solemnizers. 

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,f628333e-00b1-4e21-bfe7-845570fa052d,Median Age at First Marriage of Grooms and Brides Married Under the Women's Charter,na,CSV
Ministry of Trade and Industry - Department of Statistics,1e426010-dba6-47b7-b4c6-ac93cc17550a,"Median Age at First Marriage of Grooms and Brides Married Under the Women's Charter by Educational Qualification, Annual",2017-01-05,2019-08-01,"Statistics on marriages registered under the Womens Charter are obtained from records maintained by the Registry of Marriages. They include all civil marriages solemnized by the Registrar of Marriages, pastors of churches, priests of Hindu temples and other registered solemnizers. 

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,e82907b0-4b80-44aa-b98f-d8267914a51e,Median Age at First Marriage of Grooms and Brides Married Under the WC by Educ Qual,na,CSV
Ministry of Trade and Industry - Department of Statistics,db699781-fdd2-42cf-a4d7-1d4189302157,"Median Age At First Marriage Among Citizen Grooms And Brides, Annual",2019-03-18,2019-09-01,Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.,Annual,1984-01-01,2017-12-31,4970524a-0cc7-4b9f-9936-506df36e4582,Median Age At First Marriage Among Citizen Grooms And Brides,na,CSV
Ministry of Trade and Industry - Department of Statistics,01a8776c-9b58-4a22-85ed-20e98bf96693,"Median Age at First Marriage of Grooms and Brides Married Under the Administration of Muslim Law Act by Educational Qualification, Annual",2016-09-30,2019-08-01,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,50502bdb-7ed3-40fd-b731-dd31f96be2a5,"Median Age at First Marriage Married Under the Administration of Muslim Law Act, Annual",na,CSV
Ministry of Trade and Industry - Department of Statistics,01a8776c-9b58-4a22-85ed-20e98bf96693,"Median Age at First Marriage of Grooms and Brides Married Under the Administration of Muslim Law Act by Educational Qualification, Annual",2016-09-30,2019-08-01,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,857e1467-445a-4375-908f-7ae5598ddcef,Median Age at First Marriage of Grooms and Brides Married Under the AMLA by Educ Qual,na,CSV
Ministry of Trade and Industry - Department of Statistics,59a5666e-29f1-4741-970d-6ac4398c2f86,"Median Age at First Marriage of Grooms and Brides by Educational Qualification, Annual",2017-01-05,2019-08-16,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,206f2c8c-1f07-4ea4-905c-2fa8e38c7242,Median Age at First Marriage of Grooms and Brides,na,CSV
Ministry of Trade and Industry - Department of Statistics,59a5666e-29f1-4741-970d-6ac4398c2f86,"Median Age at First Marriage of Grooms and Brides by Educational Qualification, Annual",2017-01-05,2019-08-16,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,e25a47ed-a41f-410e-b947-a4e30c1b308e,Median Age at First Marriage of Grooms and Brides by Educational Qualification,na,CSV
Ministry of Trade and Industry - Department of Statistics,10a7e242-2ea2-415f-b3eb-e0361293fd64,"Median Age of Grooms and Brides Married under the Administration of Muslim Law Act by Marriage Order, Annual",2016-08-03,2019-10-17,"Statistics on marriages registered under the Administration of Muslim Law Act are obtained from records maintained by the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1961-01-01,2018-12-31,5ac1eec1-90cd-4ca3-9cb0-b333ff86184c,Median Age of Grooms and Brides under the Admin. of Muslim Law Act by Marriage Order,Previous marital status refers to a person's marital status prior to the current marriage.,CSV
Ministry of Trade and Industry - Department of Statistics,9b4272ab-485c-4abd-9803-f53217d22533,"Median Age of Brides by Ethnic Group, Annual",2016-08-03,2019-07-29,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2017-12-31,4e4953bd-7b6c-4195-9724-2e44e57f431b,"Median Age of Brides by Ethnic Group, Annual",na,CSV
Ministry of Trade and Industry - Department of Statistics,4fd949d9-55c8-4e59-a9e1-5725fe095d44,"Median Age of Brides Married under the Administration of Muslim Law Act by Ethnic Group, Annual",2016-08-03,2020-02-04,"Statistics on marriages registered under the Administration of Muslim Law Act are obtained from records maintained by the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,5bcf4ee1-9e3b-4824-81ef-00dcc12f16c0,Median Age of Brides Married under the Administration of Muslim Law Act by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,8ea04193-df43-49b5-b9cf-92c8a5b69dc3,"Median Age of Brides Married under the Women's Charter by Ethnic Group, Annual",2016-08-03,2020-02-04,"Statistics on marriages registered under the Womens Charter are obtained from records maintained by the Registry of Marriages. They include all civil marriages solemnized by the Registrar of Marriages, pastors of churches, priests of Hindu temples and other registered solemnizers. 

Total may include marriages with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,922b091f-dbc6-4062-b615-1b65cde23ae1,Median Age of Brides Married under the Women's Charter by Ethnic Group,"Prior to 1984, 'Others' includes Eurasian and Caucasian brides.",CSV
Ministry of Trade and Industry - Department of Statistics,8f5e81d4-35ab-4f10-ac90-e820a62697ea,"Median Age of Female Divorcees under the Administration of Muslim Law Act by Ethnic Group, Annual",2016-08-04,2020-02-04,"Statistics on divorces under the Administration of Muslim Law Act are obtained from the register of divorces kept by the Syariah Court. The records on revocation of divorces are obtained from the Registry of Muslim Marriages. 

Total may include divorces with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,e3c4a11e-5045-4689-82bc-5b58eda3d115,Median Age of Female Divorcees under the Administration of Muslim Law Act by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,6c2deaf8-1fb0-40fd-a5cb-1323afbafd21,"Median Age of Female Divorcees under the Women's Charter by Ethnic Group, Annual",2016-08-04,2020-02-04,"Statistics on divorces under the Women's Charter are obtained from records maintained by the Family Justice Courts. 

Total may include divorces with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,c29c4134-68a4-4042-afd5-0a9bf05cbc5a,Median Age of Female Divorcees under the Women's Charter by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,91d09ab0-43cd-4423-9a35-58b20d998607,"Median Age of Grooms and Brides by Marriage Order, Annual",2016-08-03,2020-02-04,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1961-01-01,2018-12-31,f0cf2243-390d-4225-812a-262befc71293,Median Age of Grooms and Brides by Marriage Order,Previous marital status refers to a person's marital status prior to the current marriage.,CSV
Ministry of Trade and Industry - Department of Statistics,26575054-4e41-4952-9c29-5ee800b71bb1,"Median Age of Grooms and Brides Married under the Women's Charter by Marriage Order, Annual",2016-08-03,2019-10-16,"Statistics on marriages registered under the Womens Charter are obtained from records maintained by the Registry of Marriages. They include all civil marriages solemnized by the Registrar of Marriages, pastors of churches, priests of Hindu temples and other registered solemnizers. 

Total may include marriages with attribute(s) not reported.",Annual,1961-01-01,2018-12-31,c7a8f439-ce5c-419a-8c74-1d98eba1ffe5,Median Age of Grooms and Brides Married under the Women's Charter by Marriage Order,na,CSV
Ministry of Trade and Industry - Department of Statistics,93c9faf4-7966-4f45-965a-954c58350e79,"Median Age of Grooms by Ethnic Group, Annual",2016-08-03,2019-08-05,"Total marriages comprise civil marriages registered under the Womens Charter and Muslim marriages registered under the Administration of Muslim Law Act. They are obtained from records maintained by the Registry of Marriages and the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1984-01-01,2018-12-31,dac05c51-b716-48c9-9510-85caa93692f4,Median Age of Grooms by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,6f7febe1-d3db-45f8-9462-288c48ba18a6,"Median Age of Grooms Married under the Administration of Muslim Law Act by Ethnic Group, Annual",2016-08-03,2020-02-04,"Statistics on marriages registered under the Administration of Muslim Law Act are obtained from records maintained by the Registry of Muslim Marriages.

Total may include marriages with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,ddfa81a3-d02a-4bcf-9005-764a2ad06ea9,Median Age of Grooms Married under the Administration of Muslim Law Act by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,47cbf6c8-bc6d-4a8c-992b-4898cb83d6c6,"Median Age of Grooms Married under the Women's Charter by Ethnic Group, Annual",2016-08-03,2020-02-04,"Statistics on marriages registered under the Womens Charter are obtained from records maintained by the Registry of Marriages. They include all civil marriages solemnized by the Registrar of Marriages, pastors of churches, priests of Hindu temples and other registered solemnizers. 

Total may include marriages with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,14035205-f9e6-4c00-b39f-689add4bc19d,Median Age of Grooms Married under the Women's Charter by Ethnic Group,"Prior to 1984, 'Others' includes Eurasian and Caucasian grooms.",CSV
Ministry of Trade and Industry - Department of Statistics,9c886142-7be6-4355-b248-1e31a01fbc55,"Median Age of Male Divorcees under the Administration of Muslim Law Act by Ethnic Group, Annual",2016-08-04,2020-02-04,"Statistics on divorces under the Administration of Muslim Law Act are obtained from the register of divorces kept by the Syariah Court. The records on revocation of divorces are obtained from the Registry of Muslim Marriages. 

Total may include divorces with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,314027ba-a715-4f1e-9c93-abec388b085e,Median Age of Male Divorcees under the Administration of Muslim Law Act by Ethnic Group,na,CSV
Ministry of Trade and Industry - Department of Statistics,26227f83-6cd2-4b88-ac99-7ab4aa278f5c,"Median Age of Male Divorcees under the Women's Charter by Ethnic Group, Annual",2016-08-04,2020-02-04,"Statistics on divorces under the Women's Charter are obtained from records maintained by the Family Justice Courts. 

Total may include divorces with attribute(s) not reported.",Annual,1980-01-01,2018-12-31,22ee2d8e-d97b-4605-bf30-5b3f7ba3d186,Median Age of Male Divorcees under the Women's Charter by Ethnic Group,na,CSV
